Step T Etot SunX SunY SunZ JupiterX JupiterY JupiterZ SaturnX SaturnY SaturnZ UranusX UranusY UranusZ NeptuneX NeptuneY NeptuneZ 67P/C-GX 67P/C-GY 67P/C-GZ 
590 10620 -4.4273682098032805e+22 0.008681121802783201 -0.003975554846871798 -0.0002286876395269675 -6.4374784423896685 5.727130438571797 0.12098024450943619 -6.053325461072079 -9.467371986467464 0.4066921849121793 20.09494192333157 2.5772238868457236 -0.2516476789851105 -26.369208246269928 14.700062707074048 0.3033441699089868 -8.099856922716198 -10.697779705040846 0.15953144439210754 
600 10800 -4.417321884733972e+22 0.009144149216315066 -0.003147718119756033 -0.0002409679299301993 -7.123900495295232 4.994253024067625 0.13935925420713893 -5.296774059688851 -9.949966669126935 0.38518192264951473 19.99482944910431 3.243916934425052 -0.24786036515399254 -26.644403338914447 14.208096368364034 0.3198011900020103 -7.89213437151339 -11.34367671615883 -0.08192906536525535 
610 10980 -4.407618547286106e+22 0.009499413092917262 -0.002267939732628809 -0.0002506036186168704 -7.70763556748897 4.187573416251604 0.15573633562321607 -4.504252134745315 -10.366369149860308 0.36108042809885943 19.87161791748635 3.90693769027158 -0.24378650237512994 -26.910318429450857 13.711159923412296 0.3361473145272361 -7.655080221111704 -11.948089005351033 -0.3231424902292341 
620 11160 -4.398189980345074e+22 0.00974285744927642 -0.0013494301482067307 -0.0002574679985227986 -8.18279112815681 3.3202754072899623 0.16992565854866948 -3.6812820706416898 -10.71430092899165 0.33456667669881873 19.72543225291456 4.565517473342122 -0.2394305860189458 -27.166866259354634 13.209428939507234 0.3523769157275114 -7.391839787864513 -12.512229384651885 -0.5633144556524584 
630 11340 -4.388973804002426e+22 0.009871737060074841 -0.0004053194205313851 -0.00026146611700575233 -8.544821925453576 2.405580935937266 0.18177145176751752 -2.8334759821591384 -10.99189303861817 0.3058303988466624 19.556420996816787 5.218891008532417 -0.23479740518750172 -27.41396309917383 12.703080493094607 0.36848441408354504 -7.105138976333432 -13.03719865945159 -0.8017683055970305 
640 11520 -4.379912305738088e+22 0.009884517421537807 0.0005513811309703923 -0.00026253257096795944 -8.790431447345545 1.4567088189796094 0.19114596093942796 -1.9665147807431367 -11.197682401332681 0.27507118454351187 19.364756296876546 5.866297010752518 -0.2298920402260843 -27.651528757830224 12.192293135359492 0.38446427999244354 -6.797366828453711 -13.523998537356922 -1.0379184224150206 
650 11700 -4.3709513724287554e+22 0.009780798762905423 0.0015078005404247313 -0.00026062978121178066 -8.917498225352732 0.4868511529417521 0.1979478916238467 -1.0861284170891798 -11.330608744927583 0.24249764461696163 19.15063389035863 6.506978777130078 -0.22471986015656978 -27.879486576713003 11.677246847861527 0.400311035404375 -6.470637423855862 -13.973539515254334 -1.2712509763415794 
660 11880 -4.362039523433665e+22 0.00956126371620206 0.0024512196917596094 -0.00025574676276558534 -8.925026677107159 -0.4908394816263343 0.202101358587154 -0.19807695138994325 -11.390012174897503 0.20832661647284276 18.914273081089913 7.140184787908667 -0.2192865200232824 -28.097763413271522 11.158122986036055 0.41601925543151896 -6.126837813679435 -14.386646968224502 -1.5013091914283614 
670 12060 -4.3531270400512845e+22 0.00922764785718089 0.0033690784117404882 -0.0002478983953077843 -8.813121765434675 -1.4632579906559189 0.20355534952924995 0.6918678917118228 -11.375631454353417 0.17278240164313283 18.655916709549672 7.765169316602521 -0.21359795814082705 -28.30628961976398 10.635104210774447 0.43158356993958413 -5.767666043963951 -14.764066437939638 -1.727681725969519 
680 12240 -4.344165187127756e+22 0.008782732088778411 0.004248983331620483 -0.00023712519002028987 -8.582986496207061 -2.4173553303282924 0.20228370335850282 1.5779410183356146 -11.287602991695966 0.13609602186009592 18.37583111539589 8.381193049949022 -0.20766039323237656 -28.504999022341234 10.10837441028931 0.44699866512745556 -5.394661876872791 -15.106468416853788 -1.949993329775389 
