            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
2447090.500000000, A.D. 1987-Oct-22 00:00:00.0000,  4.480439819307517E+00,  2.109146748051899E+00, -1.091352931697903E-01,
2447100.500000000, A.D. 1987-Nov-01 00:00:00.0000,  4.446828218943940E+00,  2.180701853640249E+00, -1.086783651111158E-01,
2447110.500000000, A.D. 1987-Nov-11 00:00:00.0000,  4.412135593956396E+00,  2.251727047782760E+00, -1.081950195904196E-01,
2447120.500000000, A.D. 1987-Nov-21 00:00:00.0000,  4.376367669361861E+00,  2.322203823959982E+00, -1.076854852028000E-01,
2447130.500000000, A.D. 1987-Dec-01 00:00:00.0000,  4.339538923506526E+00,  2.392120969206272E+00, -1.071496341167591E-01,
2447140.500000000, A.D. 1987-Dec-11 00:00:00.0000,  4.301653331492105E+00,  2.461454166837456E+00, -1.065879330735440E-01,
2447150.500000000, A.D. 1987-Dec-21 00:00:00.0000,  4.262723880248513E+00,  2.530193474901604E+00, -1.060002750516970E-01,
2447160.500000000, A.D. 1987-Dec-31 00:00:00.0000,  4.222760925580051E+00,  2.598320015096014E+00, -1.053868847081377E-01,
2447170.500000000, A.D. 1988-Jan-10 00:00:00.0000,  4.181771599285613E+00,  2.665815054962030E+00, -1.047480648246780E-01,
2447180.500000000, A.D. 1988-Jan-20 00:00:00.0000,  4.139771159998978E+00,  2.732668611885881E+00, -1.040837210117362E-01,
2447190.500000000, A.D. 1988-Jan-30 00:00:00.0000,  4.096765568502566E+00,  2.798857984531720E+00, -1.033943219933154E-01,
2447200.500000000, A.D. 1988-Feb-09 00:00:00.0000,  4.052769108081717E+00,  2.864372894124732E+00, -1.026798425651015E-01,
2447210.500000000, A.D. 1988-Feb-19 00:00:00.0000,  4.007792701678691E+00,  2.929196456264389E+00, -1.019405159429315E-01,
2447220.500000000, A.D. 1988-Feb-29 00:00:00.0000,  3.961845724293516E+00,  2.993311168067119E+00, -1.011766566830590E-01,
2447230.500000000, A.D. 1988-Mar-10 00:00:00.0000,  3.914944635089834E+00,  3.056706896297537E+00, -1.003882478553851E-01,
2447240.500000000, A.D. 1988-Mar-20 00:00:00.0000,  3.867095788840245E+00,  3.119363133901349E+00, -9.957576291823696E-02,
2447250.500000000, A.D. 1988-Mar-30 00:00:00.0000,  3.818315883518686E+00,  3.181270320761362E+00, -9.873920613976443E-02,
2447260.500000000, A.D. 1988-Apr-09 00:00:00.0000,  3.768616359444899E+00,  3.242412084771784E+00, -9.787887360959742E-02,
2447270.500000000, A.D. 1988-Apr-19 00:00:00.0000,  3.718007337659198E+00,  3.302773158378969E+00, -9.699507697706518E-02,
2447280.500000000, A.D. 1988-Apr-29 00:00:00.0000,  3.666507840408268E+00,  3.362343991343032E+00, -9.608783124788389E-02,
2447290.500000000, A.D. 1988-May-09 00:00:00.0000,  3.614124208934677E+00,  3.421104841927326E+00, -9.515767109660137E-02,
2447300.500000000, A.D. 1988-May-19 00:00:00.0000,  3.560874343516518E+00,  3.479048106408920E+00, -9.420460283531439E-02,
2447310.500000000, A.D. 1988-May-29 00:00:00.0000,  3.506771645056278E+00,  3.536158195997357E+00, -9.322895542049249E-02,
2447320.500000000, A.D. 1988-Jun-08 00:00:00.0000,  3.451826078269748E+00,  3.592420804546838E+00, -9.223109508323005E-02,
2447330.500000000, A.D. 1988-Jun-18 00:00:00.0000,  3.396058359948898E+00,  3.647828492189831E+00, -9.121102514911812E-02,
2447340.500000000, A.D. 1988-Jun-28 00:00:00.0000,  3.339476315545068E+00,  3.702362179490540E+00, -9.016932290953922E-02,
2447350.500000000, A.D. 1988-Jul-08 00:00:00.0000,  3.282097839015377E+00,  3.756015119471382E+00, -8.910605161097609E-02,
2447360.500000000, A.D. 1988-Jul-18 00:00:00.0000,  3.223937828793325E+00,  3.808774106940149E+00, -8.802152115155740E-02,
2447370.500000000, A.D. 1988-Jul-28 00:00:00.0000,  3.165007380907605E+00,  3.860625259717035E+00, -8.691615209921362E-02,
2447380.500000000, A.D. 1988-Aug-07 00:00:00.0000,  3.105327392004902E+00,  3.911562507575500E+00, -8.578998175819205E-02,
2447390.500000000, A.D. 1988-Aug-17 00:00:00.0000,  3.044907166040649E+00,  3.961569139918582E+00, -8.464356667578322E-02,
2447400.500000000, A.D. 1988-Aug-27 00:00:00.0000,  2.983765710759012E+00,  4.010638327945653E+00, -8.347704253721139E-02,
2447410.500000000, A.D. 1988-Sep-06 00:00:00.0000,  2.921917777753963E+00,  4.058758828459735E+00, -8.229073607557430E-02,
2447420.500000000, A.D. 1988-Sep-16 00:00:00.0000,  2.859375929420140E+00,  4.105918752966772E+00, -8.108505896629838E-02,
2447430.500000000, A.D. 1988-Sep-26 00:00:00.0000,  2.796161995882028E+00,  4.152112171148990E+00, -7.986011327413126E-02,
2447440.500000000, A.D. 1988-Oct-06 00:00:00.0000,  2.732285054210812E+00,  4.197324822475566E+00, -7.861645260416179E-02,
2447450.500000000, A.D. 1988-Oct-16 00:00:00.0000,  2.667765987745814E+00,  4.241551177005198E+00, -7.735422144775032E-02,
2447460.500000000, A.D. 1988-Oct-26 00:00:00.0000,  2.602619855690312E+00,  4.284780471797992E+00, -7.607380709182014E-02,
2447470.500000000, A.D. 1988-Nov-05 00:00:00.0000,  2.536858987353890E+00,  4.327003240931467E+00, -7.477561760974366E-02,
2447480.500000000, A.D. 1988-Nov-15 00:00:00.0000,  2.470507160702714E+00,  4.368214757860543E+00, -7.345976402677984E-02,
2447490.500000000, A.D. 1988-Nov-25 00:00:00.0000,  2.403573237189786E+00,  4.408401708743474E+00, -7.212684720894692E-02,
2447500.500000000, A.D. 1988-Dec-05 00:00:00.0000,  2.336078459410133E+00,  4.447560712793534E+00, -7.077700679676098E-02,
2447510.500000000, A.D. 1988-Dec-15 00:00:00.0000,  2.268039532779957E+00,  4.485682174278583E+00, -6.941064315977052E-02,
2447520.500000000, A.D. 1988-Dec-25 00:00:00.0000,  2.199468133627541E+00,  4.522757489735400E+00, -6.802821895116654E-02,
2447530.500000000, A.D. 1989-Jan-04 00:00:00.0000,  2.130388676199876E+00,  4.558784255114652E+00, -6.662982818072663E-02,
2447540.500000000, A.D. 1989-Jan-14 00:00:00.0000,  2.060811221900110E+00,  4.593750435351969E+00, -6.521608298202713E-02,
2447550.500000000, A.D. 1989-Jan-24 00:00:00.0000,  1.990756538604799E+00,  4.627653412327322E+00, -6.378717497603241E-02,
2447560.500000000, A.D. 1989-Feb-03 00:00:00.0000,  1.920242098635222E+00,  4.660486146017115E+00, -6.234347502140134E-02,
2447570.500000000, A.D. 1989-Feb-13 00:00:00.0000,  1.849280386379486E+00,  4.692240746594427E+00, -6.088548061865229E-02,
2447580.500000000, A.D. 1989-Feb-23 00:00:00.0000,  1.777895235041277E+00,  4.722915884831331E+00, -5.941332631294010E-02,
2447590.500000000, A.D. 1989-Mar-05 00:00:00.0000,  1.706097360483079E+00,  4.752502366272809E+00, -5.792758205675363E-02,
2447600.500000000, A.D. 1989-Mar-15 00:00:00.0000,  1.633908376577742E+00,  4.780997816521263E+00, -5.642848644094446E-02,
2447610.500000000, A.D. 1989-Mar-25 00:00:00.0000,  1.561345100092535E+00,  4.808396864075956E+00, -5.491642744738793E-02,
2447620.500000000, A.D. 1989-Apr-04 00:00:00.0000,  1.488420750886746E+00,  4.834693916628718E+00, -5.339187587736963E-02,
2447630.500000000, A.D. 1989-Apr-14 00:00:00.0000,  1.415159708261339E+00,  4.859887728062923E+00, -5.185502173961717E-02,
2447640.500000000, A.D. 1989-Apr-24 00:00:00.0000,  1.341571680634104E+00,  4.883971418825762E+00, -5.030643015544837E-02,
2447650.500000000, A.D. 1989-May-04 00:00:00.0000,  1.267679401149732E+00,  4.906944402578582E+00, -4.874632144863428E-02,
2447660.500000000, A.D. 1989-May-14 00:00:00.0000,  1.193499913927247E+00,  4.928801739788893E+00, -4.717512728089750E-02,
2447670.500000000, A.D. 1989-May-24 00:00:00.0000,  1.119045488897904E+00,  4.949540038189977E+00, -4.559331323233863E-02,
2447680.500000000, A.D. 1989-Jun-03 00:00:00.0000,  1.044341754172161E+00,  4.969159416535110E+00, -4.400106283435515E-02,
2447690.500000000, A.D. 1989-Jun-13 00:00:00.0000,  9.693979051852621E-01,  4.987653809705744E+00, -4.239897850671558E-02,
2447700.500000000, A.D. 1989-Jun-23 00:00:00.0000,  8.942360510372466E-01,  5.005024741336208E+00, -4.078726958389134E-02,
2447710.500000000, A.D. 1989-Jul-03 00:00:00.0000,  8.188745084483032E-01,  5.021268778447085E+00, -3.916635174813213E-02,
2447720.500000000, A.D. 1989-Jul-13 00:00:00.0000,  7.433247312347450E-01,  5.036383160094477E+00, -3.753673431020828E-02,
2447730.500000000, A.D. 1989-Jul-23 00:00:00.0000,  6.676120618657720E-01,  5.050370027933253E+00, -3.589858606555422E-02,
2447740.500000000, A.D. 1989-Aug-02 00:00:00.0000,  5.917464829262327E-01,  5.063224799343322E+00, -3.425249853214055E-02,
2447750.500000000, A.D. 1989-Aug-12 00:00:00.0000,  5.157491009574791E-01,  5.074949499198236E+00, -3.259872808583680E-02,
2447760.500000000, A.D. 1989-Aug-22 00:00:00.0000,  4.396381962608177E-01,  5.085543254253351E+00, -3.093764867548847E-02,
2447770.500000000, A.D. 1989-Sep-01 00:00:00.0000,  3.634258733930772E-01,  5.095004274807871E+00, -2.926977393778732E-02,
2447780.500000000, A.D. 1989-Sep-11 00:00:00.0000,  2.871364773471246E-01,  5.103335198371273E+00, -2.759531723295763E-02,
2447790.500000000, A.D. 1989-Sep-21 00:00:00.0000,  2.107798424624993E-01,  5.110534195386456E+00, -2.591482037089049E-02,
2447800.500000000, A.D. 1989-Oct-01 00:00:00.0000,  1.343775037463862E-01,  5.116603642895413E+00, -2.422856607169846E-02,
2447810.500000000, A.D. 1989-Oct-11 00:00:00.0000,  5.794659009702499E-02,  5.121543932413932E+00, -2.253694366373559E-02,
2447820.500000000, A.D. 1989-Oct-21 00:00:00.0000, -1.850070267870050E-02,  5.125355772532557E+00, -2.084041723001627E-02,
2447830.500000000, A.D. 1989-Oct-31 00:00:00.0000, -9.493960708810796E-02,  5.128041736949087E+00, -1.913923847126871E-02,
2447840.500000000, A.D. 1989-Nov-10 00:00:00.0000, -1.713617702684536E-01,  5.129601723476584E+00, -1.743394981929363E-02,
2447850.500000000, A.D. 1989-Nov-20 00:00:00.0000, -2.477454078292907E-01,  5.130039974138409E+00, -1.572480191322946E-02,
2447860.500000000, A.D. 1989-Nov-30 00:00:00.0000, -3.240733512362474E-01,  5.129357185317398E+00, -1.401221164922943E-02,
2447870.500000000, A.D. 1989-Dec-10 00:00:00.0000, -4.003348955986002E-01,  5.127555981217589E+00, -1.229663134848027E-02,
2447880.500000000, A.D. 1989-Dec-20 00:00:00.0000, -4.765045638472856E-01,  5.124640373916141E+00, -1.057828580861905E-02,
2447890.500000000, A.D. 1989-Dec-30 00:00:00.0000, -5.525744803638868E-01,  5.120610708094763E+00, -8.857744240820765E-03,
2447900.500000000, A.D. 1990-Jan-09 00:00:00.0000, -6.285242968570919E-01,  5.115472840225953E+00, -7.135252638504788E-03,
2447910.500000000, A.D. 1990-Jan-19 00:00:00.0000, -7.043361516974130E-01,  5.109229066186607E+00, -5.411193196811879E-03,
2447920.500000000, A.D. 1990-Jan-29 00:00:00.0000, -7.800002493472800E-01,  5.101882461178421E+00, -3.686045795521367E-03,
2447930.500000000, A.D. 1990-Feb-08 00:00:00.0000, -8.554920663878688E-01,  5.093438697772378E+00, -1.960017979547586E-03,
2447940.500000000, A.D. 1990-Feb-18 00:00:00.0000, -9.308031163726073E-01,  5.083899640904731E+00, -2.336448439228154E-04,
2447950.500000000, A.D. 1990-Feb-28 00:00:00.0000, -1.005914281727690E+00,  5.073271104611744E+00,  1.492780585902050E-03,
2447960.500000000, A.D. 1990-Mar-10 00:00:00.0000, -1.080808548025662E+00,  5.061557534987780E+00,  3.218914257190777E-03,
2447970.500000000, A.D. 1990-Mar-20 00:00:00.0000, -1.155475755365785E+00,  5.048763211068779E+00,  4.944300051711800E-03,
2447980.500000000, A.D. 1990-Mar-30 00:00:00.0000, -1.229892581815228E+00,  5.034893834289849E+00,  6.668690392762488E-03,
2447990.500000000, A.D. 1990-Apr-09 00:00:00.0000, -1.304051166904572E+00,  5.019953760293669E+00,  8.391607797398804E-03,
2448000.500000000, A.D. 1990-Apr-19 00:00:00.0000, -1.377932139980262E+00,  5.003949092372861E+00,  1.011275165961455E-02,
2448010.500000000, A.D. 1990-Apr-29 00:00:00.0000, -1.451519964903069E+00,  4.986884805934617E+00,  1.183175315033026E-02,
2448020.500000000, A.D. 1990-May-09 00:00:00.0000, -1.524805105907912E+00,  4.968767621344572E+00,  1.354821600713108E-02,
2448030.500000000, A.D. 1990-May-19 00:00:00.0000, -1.597763964473528E+00,  4.949603205136403E+00,  1.526187721599047E-02,
2448040.500000000, A.D. 1990-May-29 00:00:00.0000, -1.670390266430944E+00,  4.929397062684526E+00,  1.697225949346909E-02,
2448050.500000000, A.D. 1990-Jun-08 00:00:00.0000, -1.742664947407508E+00,  4.908157024922198E+00,  1.867910477664402E-02,
2448060.500000000, A.D. 1990-Jun-18 00:00:00.0000, -1.814572466451653E+00,  4.885888040303335E+00,  2.038202602253322E-02,
2448070.500000000, A.D. 1990-Jun-28 00:00:00.0000, -1.886105221410357E+00,  4.862598178537895E+00,  2.208063273172417E-02,
2448080.500000000, A.D. 1990-Jul-08 00:00:00.0000, -1.957239556170557E+00,  4.838294587812968E+00,  2.377470374227184E-02,
2448090.500000000, A.D. 1990-Jul-18 00:00:00.0000, -2.027969457528747E+00,  4.812983056740068E+00,  2.546375484604042E-02,
2448100.500000000, A.D. 1990-Jul-28 00:00:00.0000, -2.098277661481500E+00,  4.786672459384271E+00,  2.714752900454331E-02,
2448110.500000000, A.D. 1990-Aug-07 00:00:00.0000, -2.168148330379894E+00,  4.759369157696293E+00,  2.882568309056501E-02,
2448120.500000000, A.D. 1990-Aug-17 00:00:00.0000, -2.237574741484911E+00,  4.731081320212406E+00,  3.049780688033902E-02,
2448130.500000000, A.D. 1990-Aug-27 00:00:00.0000, -2.306534866872252E+00,  4.701817260313232E+00,  3.216368939094261E-02,
2448140.500000000, A.D. 1990-Sep-06 00:00:00.0000, -2.375022281733883E+00,  4.671584412488788E+00,  3.382290396866489E-02,
2448150.500000000, A.D. 1990-Sep-16 00:00:00.0000, -2.443020803966407E+00,  4.640391263822200E+00,  3.547515790510040E-02,
2448160.500000000, A.D. 1990-Sep-26 00:00:00.0000, -2.510515895133835E+00,  4.608245685114008E+00,  3.712013693062793E-02,
2448170.500000000, A.D. 1990-Oct-06 00:00:00.0000, -2.577500659033376E+00,  4.575157019625527E+00,  3.875747048757025E-02,
2448180.500000000, A.D. 1990-Oct-16 00:00:00.0000, -2.643954430737097E+00,  4.541133098338634E+00,  4.038690580675217E-02,
2448190.500000000, A.D. 1990-Oct-26 00:00:00.0000, -2.709871901247479E+00,  4.506183539168780E+00,  4.200807511811290E-02,
2448200.500000000, A.D. 1990-Nov-05 00:00:00.0000, -2.775236670312164E+00,  4.470317269986977E+00,  4.362070407291366E-02,
2448210.500000000, A.D. 1990-Nov-15 00:00:00.0000, -2.840035570796397E+00,  4.433542004752850E+00,  4.522445003328110E-02,
2448220.500000000, A.D. 1990-Nov-25 00:00:00.0000, -2.904262788800342E+00,  4.395869142560888E+00,  4.681900003289361E-02,
2448230.500000000, A.D. 1990-Dec-05 00:00:00.0000, -2.967897570540501E+00,  4.357306389856135E+00,  4.840409827087784E-02,
2448240.500000000, A.D. 1990-Dec-15 00:00:00.0000, -3.030936254450200E+00,  4.317863951557269E+00,  4.997937349354372E-02,
2448250.500000000, A.D. 1990-Dec-25 00:00:00.0000, -3.093363236859220E+00,  4.277552443116710E+00,  5.154460427211241E-02,
2448260.500000000, A.D. 1991-Jan-04 00:00:00.0000, -3.155165140942993E+00,  4.236379407179198E+00,  5.309944693538798E-02,
2448270.500000000, A.D. 1991-Jan-14 00:00:00.0000, -3.216338075623684E+00,  4.194356893831388E+00,  5.464358639999997E-02,
2448280.500000000, A.D. 1991-Jan-24 00:00:00.0000, -3.276861834982340E+00,  4.151493857832770E+00,  5.617680839695668E-02,
2448290.500000000, A.D. 1991-Feb-03 00:00:00.0000, -3.336732894280042E+00,  4.107800615807871E+00,  5.769874687057245E-02,
2448300.500000000, A.D. 1991-Feb-13 00:00:00.0000, -3.395937692417570E+00,  4.063288385365828E+00,  5.920917865813208E-02,
2448310.500000000, A.D. 1991-Feb-23 00:00:00.0000, -3.454462843123992E+00,  4.017966070802498E+00,  6.070781586616687E-02,
2448320.500000000, A.D. 1991-Mar-05 00:00:00.0000, -3.512304948733361E+00,  3.971845546514699E+00,  6.219433638948598E-02,
2448330.500000000, A.D. 1991-Mar-15 00:00:00.0000, -3.569445795836808E+00,  3.924936217993729E+00,  6.366852042010808E-02,
2448340.500000000, A.D. 1991-Mar-25 00:00:00.0000, -3.625881770278125E+00,  3.877249975309570E+00,  6.513006707276606E-02,
2448350.500000000, A.D. 1991-Apr-04 00:00:00.0000, -3.681600269175673E+00,  3.828797479156711E+00,  6.657872866765992E-02,
2448360.500000000, A.D. 1991-Apr-14 00:00:00.0000, -3.736589488861181E+00,  3.779588649066238E+00,  6.801423989412303E-02,
2448370.500000000, A.D. 1991-Apr-24 00:00:00.0000, -3.790845838342927E+00,  3.729636598167844E+00,  6.943633704992808E-02,
2448380.500000000, A.D. 1991-May-04 00:00:00.0000, -3.844352291940109E+00,  3.678949728348160E+00,  7.084475742356873E-02,
2448390.500000000, A.D. 1991-May-14 00:00:00.0000, -3.897106725658413E+00,  3.627541511374943E+00,  7.223924483527337E-02,
2448400.500000000, A.D. 1991-May-24 00:00:00.0000, -3.949096530096513E+00,  3.575423217447550E+00,  7.361958695971091E-02,
2448410.500000000, A.D. 1991-Jun-03 00:00:00.0000, -4.000311113866698E+00,  3.522604188916822E+00,  7.498549165382483E-02,
2448420.500000000, A.D. 1991-Jun-13 00:00:00.0000, -4.050748160526755E+00,  3.469099290642071E+00,  7.633675316678931E-02,
2448430.500000000, A.D. 1991-Jun-23 00:00:00.0000, -4.100390523456088E+00,  3.414916780225581E+00,  7.767312021270427E-02,
2448440.500000000, A.D. 1991-Jul-03 00:00:00.0000, -4.149237550327857E+00,  3.360070005610123E+00,  7.899432246339913E-02,
2448450.500000000, A.D. 1991-Jul-13 00:00:00.0000, -4.197277954139409E+00,  3.304571687611817E+00,  8.030019594906472E-02,
2448460.500000000, A.D. 1991-Jul-23 00:00:00.0000, -4.244500909198563E+00,  3.248431066288218E+00,  8.159046349046117E-02,
2448470.500000000, A.D. 1991-Aug-02 00:00:00.0000, -4.290905788393896E+00,  3.191663199311219E+00,  8.286491698917278E-02,
2448480.500000000, A.D. 1991-Aug-12 00:00:00.0000, -4.336476326788821E+00,  3.134277389806136E+00,  8.412334759680314E-02,
2448490.500000000, A.D. 1991-Aug-22 00:00:00.0000, -4.381211715732365E+00,  3.076286889355180E+00,  8.536549932370417E-02,
2448500.500000000, A.D. 1991-Sep-01 00:00:00.0000, -4.425102818740858E+00,  3.017704421600770E+00,  8.659119380395819E-02,
2448510.500000000, A.D. 1991-Sep-11 00:00:00.0000, -4.468139274318177E+00,  2.958540494015478E+00,  8.780021018453538E-02,
2448520.500000000, A.D. 1991-Sep-21 00:00:00.0000, -4.510320581934169E+00,  2.898810030962510E+00,  8.899235219325689E-02,
2448530.500000000, A.D. 1991-Oct-01 00:00:00.0000, -4.551632511547219E+00,  2.838522258625947E+00,  9.016739776630117E-02,
2448540.500000000, A.D. 1991-Oct-11 00:00:00.0000, -4.592074290866018E+00,  2.777691822317699E+00,  9.132515888658602E-02,
2448550.500000000, A.D. 1991-Oct-21 00:00:00.0000, -4.631637492270576E+00,  2.716330672958384E+00,  9.246543898051746E-02,
2448560.500000000, A.D. 1991-Oct-31 00:00:00.0000, -4.670313660022032E+00,  2.654449732778563E+00,  9.358802263092870E-02,
2448570.500000000, A.D. 1991-Nov-10 00:00:00.0000, -4.708102247222054E+00,  2.592065329496324E+00,  9.469278557851291E-02,
2448580.500000000, A.D. 1991-Nov-20 00:00:00.0000, -4.744989882210233E+00,  2.529185550983678E+00,  9.577947435359387E-02,
2448590.500000000, A.D. 1991-Nov-30 00:00:00.0000, -4.780977334220898E+00,  2.465826013314460E+00,  9.684793287874399E-02,
2448600.500000000, A.D. 1991-Dec-10 00:00:00.0000, -4.816056259380471E+00,  2.401999304223440E+00,  9.789800914698517E-02,
2448610.500000000, A.D. 1991-Dec-20 00:00:00.0000, -4.850219259392157E+00,  2.337715333261632E+00,  9.892945646545545E-02,
2448620.500000000, A.D. 1991-Dec-30 00:00:00.0000, -4.883467346620342E+00,  2.272991834032028E+00,  9.994219969045461E-02,
2448630.500000000, A.D. 1992-Jan-09 00:00:00.0000, -4.915787076585191E+00,  2.207837011026538E+00,  1.009360154470039E-01,
2448640.500000000, A.D. 1992-Jan-19 00:00:00.0000, -4.947180233103341E+00,  2.142265897726019E+00,  1.019107336406242E-01,
2448650.500000000, A.D. 1992-Jan-29 00:00:00.0000, -4.977640035619959E+00,  2.076292151812849E+00,  1.028662417993400E-01,
2448660.500000000, A.D. 1992-Feb-08 00:00:00.0000, -5.007158884505683E+00,  2.009925538599872E+00,  1.038023144580896E-01,
2448670.500000000, A.D. 1992-Feb-18 00:00:00.0000, -5.035739283892221E+00,  1.943183539887861E+00,  1.047188682709931E-01,
2448680.500000000, A.D. 1992-Feb-28 00:00:00.0000, -5.063369101894020E+00,  1.876075323257945E+00,  1.056157207584520E-01,
2448690.500000000, A.D. 1992-Mar-09 00:00:00.0000, -5.090049640127154E+00,  1.808615904127408E+00,  1.064927329069335E-01,
2448700.500000000, A.D. 1992-Mar-19 00:00:00.0000, -5.115775986187173E+00,  1.740818438247099E+00,  1.073497723749321E-01,
2448710.500000000, A.D. 1992-Mar-29 00:00:00.0000, -5.140541393551115E+00,  1.672693648171036E+00,  1.081866602228898E-01,
2448720.500000000, A.D. 1992-Apr-08 00:00:00.0000, -5.164348267700228E+00,  1.604258866723771E+00,  1.090033343668210E-01,
2448730.500000000, A.D. 1992-Apr-18 00:00:00.0000, -5.187186584910265E+00,  1.535522796278602E+00,  1.097995909797341E-01,
2448740.500000000, A.D. 1992-Apr-28 00:00:00.0000, -5.209057876104029E+00,  1.466501830543665E+00,  1.105753628247213E-01,
2448750.500000000, A.D. 1992-May-08 00:00:00.0000, -5.229957483162030E+00,  1.397208378638973E+00,  1.113305153763395E-01,
2448760.500000000, A.D. 1992-May-18 00:00:00.0000, -5.249880580098533E+00,  1.327652902829098E+00,  1.120648578382244E-01,
2448770.500000000, A.D. 1992-May-28 00:00:00.0000, -5.268829758677224E+00,  1.257854065775525E+00,  1.127783993934550E-01,
2448780.500000000, A.D. 1992-Jun-07 00:00:00.0000, -5.286795690811397E+00,  1.187819414474650E+00,  1.134709130324656E-01,
2448790.500000000, A.D. 1992-Jun-17 00:00:00.0000, -5.303781505475598E+00,  1.117565863675982E+00,  1.141423526011063E-01,
2448800.500000000, A.D. 1992-Jun-27 00:00:00.0000, -5.319782660484662E+00,  1.047106673912576E+00,  1.147926422621830E-01,
2448810.500000000, A.D. 1992-Jul-07 00:00:00.0000, -5.334794989601995E+00,  9.764509928945602E-01,  1.154215626245993E-01,
2448820.500000000, A.D. 1992-Jul-17 00:00:00.0000, -5.348822750543102E+00,  9.056183015009188E-01,  1.160291543557712E-01,
2448830.500000000, A.D. 1992-Jul-27 00:00:00.0000, -5.361856813403970E+00,  8.346164422195790E-01,  1.166152280582023E-01,
2448840.500000000, A.D. 1992-Aug-06 00:00:00.0000, -5.373901003714799E+00,  7.634615013100547E-01,  1.171797251921407E-01,
2448850.500000000, A.D. 1992-Aug-16 00:00:00.0000, -5.384952470537865E+00,  6.921675892947023E-01,  1.177226054993022E-01,
2448860.500000000, A.D. 1992-Aug-26 00:00:00.0000, -5.395006779214947E+00,  6.207438266033225E-01,  1.182436828217166E-01,
2448870.500000000, A.D. 1992-Sep-05 00:00:00.0000, -5.404069247090776E+00,  5.492089486886106E-01,  1.187429841103373E-01,
2448880.500000000, A.D. 1992-Sep-15 00:00:00.0000, -5.412132487503392E+00,  4.775714441450498E-01,  1.192203474951685E-01,
2448890.500000000, A.D. 1992-Sep-25 00:00:00.0000, -5.419199824390552E+00,  4.058475297592389E-01,  1.196757556080232E-01,
2448900.500000000, A.D. 1992-Oct-05 00:00:00.0000, -5.425269970562192E+00,  3.340505832416032E-01,  1.201091501868869E-01,
2448910.500000000, A.D. 1992-Oct-15 00:00:00.0000, -5.430339584610070E+00,  2.621904887865714E-01,  1.205203869055480E-01,
2448920.500000000, A.D. 1992-Oct-25 00:00:00.0000, -5.434413529311713E+00,  1.902858537215936E-01,  1.209095255864061E-01,
2448930.500000000, A.D. 1992-Nov-04 00:00:00.0000, -5.437486446150504E+00,  1.183441932970272E-01,  1.212763710147062E-01,
2448940.500000000, A.D. 1992-Nov-14 00:00:00.0000, -5.439562282232814E+00,  4.638290748010949E-02,  1.216209680868473E-01,
2448950.500000000, A.D. 1992-Nov-24 00:00:00.0000, -5.440639754613317E+00, -2.558510718627855E-02,  1.219432741869507E-01,
2448960.500000000, A.D. 1992-Dec-04 00:00:00.0000, -5.440717320979707E+00, -9.755063686957005E-02,  1.222431260979585E-01,
2448970.500000000, A.D. 1992-Dec-14 00:00:00.0000, -5.439800097751966E+00, -1.694938473087641E-01,  1.225206550561840E-01,
2448980.500000000, A.D. 1992-Dec-24 00:00:00.0000, -5.437883144536101E+00, -2.414084013083259E-01,  1.227756512001606E-01,
2448990.500000000, A.D. 1993-Jan-03 00:00:00.0000, -5.434972084116938E+00, -3.132770030173231E-01,  1.230081607322494E-01,
2449000.500000000, A.D. 1993-Jan-13 00:00:00.0000, -5.431066028528001E+00, -3.850857222250205E-01,  1.232182051927651E-01,
2449010.500000000, A.D. 1993-Jan-23 00:00:00.0000, -5.426163775863769E+00, -4.568265943930172E-01,  1.234056051903388E-01,
2449020.500000000, A.D. 1993-Feb-02 00:00:00.0000, -5.420271976879598E+00, -5.284794541442558E-01,  1.235705130131487E-01,
2449030.500000000, A.D. 1993-Feb-12 00:00:00.0000, -5.413386029119351E+00, -6.000375794516472E-01,  1.237127621768370E-01,
2449040.500000000, A.D. 1993-Feb-22 00:00:00.0000, -5.405511935610837E+00, -6.714848152558371E-01,  1.238323842331224E-01,
2449050.500000000, A.D. 1993-Mar-04 00:00:00.0000, -5.396650727076420E+00, -7.428067365972774E-01,  1.239294231796712E-01,
2449060.500000000, A.D. 1993-Mar-14 00:00:00.0000, -5.386801117753955E+00, -8.139951237247840E-01,  1.240037440636152E-01,
2449070.500000000, A.D. 1993-Mar-24 00:00:00.0000, -5.375970276687877E+00, -8.850307429984094E-01,  1.240554918910420E-01,
2449080.500000000, A.D. 1993-Apr-03 00:00:00.0000, -5.364155497717027E+00, -9.559065688233926E-01,  1.240845181704348E-01,
2449090.500000000, A.D. 1993-Apr-13 00:00:00.0000, -5.351362284599436E+00, -1.026606326884508E+00,  1.240908989729395E-01,
2449100.500000000, A.D. 1993-Apr-23 00:00:00.0000, -5.337592963567133E+00, -1.097116619183697E+00,  1.240746572330391E-01,
2449110.500000000, A.D. 1993-May-03 00:00:00.0000, -5.322847768784297E+00, -1.167428652841945E+00,  1.240356899769873E-01,
2449120.500000000, A.D. 1993-May-13 00:00:00.0000, -5.307133199838040E+00, -1.237523071148712E+00,  1.239741911031360E-01,
2449130.500000000, A.D. 1993-May-23 00:00:00.0000, -5.290448212601639E+00, -1.307394107839581E+00,  1.238899795943763E-01,
