            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
2419780.500000000, A.D. 1913-Jan-13 00:00:00.0000, -1.459933949115533E-02, -5.251005234935986E+00,  2.176977114227207E-02,
2419790.500000000, A.D. 1913-Jan-23 00:00:00.0000,  5.998035149922086E-02, -5.247159910794910E+00,  2.008117282879882E-02,
2419800.500000000, A.D. 1913-Feb-02 00:00:00.0000,  1.345452726870280E-01, -5.242239186626572E+00,  1.838852799903196E-02,
2419810.500000000, A.D. 1913-Feb-12 00:00:00.0000,  2.090827594890926E-01, -5.236243752206428E+00,  1.669211266277611E-02,
2419820.500000000, A.D. 1913-Feb-22 00:00:00.0000,  2.835782914258648E-01, -5.229173832237660E+00,  1.499226714298646E-02,
2419830.500000000, A.D. 1913-Mar-04 00:00:00.0000,  3.580129650570683E-01, -5.221024387010628E+00,  1.328942327633548E-02,
2419840.500000000, A.D. 1913-Mar-14 00:00:00.0000,  4.323764154986443E-01, -5.211801205514359E+00,  1.158376899391330E-02,
2419850.500000000, A.D. 1913-Mar-24 00:00:00.0000,  5.066480012665672E-01, -5.201498328878047E+00,  9.875805876688307E-03,
2419860.500000000, A.D. 1913-Apr-03 00:00:00.0000,  5.808152541332408E-01, -5.190118379618736E+00,  8.165796479817562E-03,
2419870.500000000, A.D. 1913-Apr-13 00:00:00.0000,  6.548623244290087E-01, -5.177662933490419E+00,  6.454067016594500E-03,
2419880.500000000, A.D. 1913-Apr-23 00:00:00.0000,  7.287707442574671E-01, -5.164126744549178E+00,  4.741113419500054E-03,
2419890.500000000, A.D. 1913-May-03 00:00:00.0000,  8.025302219420397E-01, -5.149517932984734E+00,  3.027093446903752E-03,
2419900.500000000, A.D. 1913-May-13 00:00:00.0000,  8.761191955071034E-01, -5.133831401212873E+00,  1.312516930297825E-03,
2419910.500000000, A.D. 1913-May-23 00:00:00.0000,  9.495255010779101E-01, -5.117070167946061E+00, -4.023122688435736E-04,
2419920.500000000, A.D. 1913-Jun-02 00:00:00.0000,  1.022733305405938E+00, -5.099238158462199E+00, -2.117098936323566E-03,
2419930.500000000, A.D. 1913-Jun-12 00:00:00.0000,  1.095723134706818E+00, -5.080330512649209E+00, -3.831324962417903E-03,
2419940.500000000, A.D. 1913-Jun-22 00:00:00.0000,  1.168485241955273E+00, -5.060356143604241E+00, -5.544803198635879E-03,
2419950.500000000, A.D. 1913-Jul-02 00:00:00.0000,  1.240998265485302E+00, -5.039312074012524E+00, -7.257045630634903E-03,
2419960.500000000, A.D. 1913-Jul-12 00:00:00.0000,  1.313248876980452E+00, -5.017201880422968E+00, -8.967734763489924E-03,
2419970.500000000, A.D. 1913-Jul-22 00:00:00.0000,  1.385222146933876E+00, -4.994030555182761E+00, -1.067654998001146E-02,
2419980.500000000, A.D. 1913-Aug-01 00:00:00.0000,  1.456898318614597E+00, -4.969795136693775E+00, -1.238299523776678E-02,
2419990.500000000, A.D. 1913-Aug-11 00:00:00.0000,  1.528266662940734E+00, -4.944505033224739E+00, -1.408686642271738E-02,
2420000.500000000, A.D. 1913-Aug-21 00:00:00.0000,  1.599307266457684E+00, -4.918158308781768E+00, -1.578764371325313E-02,
2420010.500000000, A.D. 1913-Aug-31 00:00:00.0000,  1.670006011987034E+00, -4.890760678165186E+00, -1.748504840126976E-02,
2420020.500000000, A.D. 1913-Sep-10 00:00:00.0000,  1.740347536358999E+00, -4.862317568899144E+00, -1.917873277423543E-02,
2420030.500000000, A.D. 1913-Sep-20 00:00:00.0000,  1.810313291774649E+00, -4.832827232447283E+00, -2.086817944648084E-02,
2420040.500000000, A.D. 1913-Sep-30 00:00:00.0000,  1.879891430354424E+00, -4.802301158862624E+00, -2.255322716682667E-02,
2420050.500000000, A.D. 1913-Oct-10 00:00:00.0000,  1.949062378458700E+00, -4.770737416534089E+00, -2.423330544441181E-02,
2420060.500000000, A.D. 1913-Oct-20 00:00:00.0000,  2.017812913679622E+00, -4.738143487541224E+00, -2.590814031808797E-02,
2420070.500000000, A.D. 1913-Oct-30 00:00:00.0000,  2.086126762006974E+00, -4.704526754980280E+00, -2.757741986974477E-02,
2420080.500000000, A.D. 1913-Nov-09 00:00:00.0000,  2.153985826917420E+00, -4.669885424535534E+00, -2.924057363692294E-02,
2420090.500000000, A.D. 1913-Nov-19 00:00:00.0000,  2.221378788483119E+00, -4.634233149771677E+00, -3.089746557319413E-02,
2420100.500000000, A.D. 1913-Nov-29 00:00:00.0000,  2.288285530316105E+00, -4.597569286931583E+00, -3.254753485599428E-02,
2420110.500000000, A.D. 1913-Dec-09 00:00:00.0000,  2.354693359586881E+00, -4.559901544354859E+00, -3.419046582663143E-02,
2420120.500000000, A.D. 1913-Dec-19 00:00:00.0000,  2.420586735821075E+00, -4.521239761736192E+00, -3.582598048849846E-02,
2420130.500000000, A.D. 1913-Dec-29 00:00:00.0000,  2.485946893021432E+00, -4.481583125896920E+00, -3.745351015585117E-02,
2420140.500000000, A.D. 1914-Jan-08 00:00:00.0000,  2.550763039832738E+00, -4.440945890007964E+00, -3.907289143654805E-02,
2420150.500000000, A.D. 1914-Jan-18 00:00:00.0000,  2.615015931113889E+00, -4.399329589702515E+00, -4.068358837378035E-02,
2420160.500000000, A.D. 1914-Jan-28 00:00:00.0000,  2.678692046759442E+00, -4.356742720103666E+00, -4.228528579280248E-02,
2420170.500000000, A.D. 1914-Feb-07 00:00:00.0000,  2.741777055156167E+00, -4.313196019567595E+00, -4.387768160975777E-02,
2420180.500000000, A.D. 1914-Feb-17 00:00:00.0000,  2.804252744836766E+00, -4.268690886599132E+00, -4.546023936711844E-02,
2420190.500000000, A.D. 1914-Feb-27 00:00:00.0000,  2.866107372103666E+00, -4.223242383383360E+00, -4.703279976363733E-02,
2420200.500000000, A.D. 1914-Mar-09 00:00:00.0000,  2.927323389512578E+00, -4.176852857504649E+00, -4.859479533527285E-02,
2420210.500000000, A.D. 1914-Mar-19 00:00:00.0000,  2.987887267748856E+00, -4.129532979974431E+00, -5.014595341351031E-02,
2420220.500000000, A.D. 1914-Mar-29 00:00:00.0000,  3.047784429218717E+00, -4.081294119577588E+00, -5.168596284592804E-02,
2420230.500000000, A.D. 1914-Apr-08 00:00:00.0000,  3.106998479149441E+00, -4.032138748099507E+00, -5.321426587396124E-02,
2420240.500000000, A.D. 1914-Apr-18 00:00:00.0000,  3.165517153505088E+00, -3.982084311506687E+00, -5.473076167260077E-02,
2420250.500000000, A.D. 1914-Apr-28 00:00:00.0000,  3.223323238847287E+00, -3.931133363810710E+00, -5.623485278902100E-02,
2420260.500000000, A.D. 1914-May-08 00:00:00.0000,  3.280404654421348E+00, -3.879297893224436E+00, -5.772626280408416E-02,
2420270.500000000, A.D. 1914-May-18 00:00:00.0000,  3.336746567146062E+00, -3.826591441458152E+00, -5.920473163266770E-02,
2420280.500000000, A.D. 1914-May-28 00:00:00.0000,  3.392333337924620E+00, -3.773016534860628E+00, -6.066966365128360E-02,
2420290.500000000, A.D. 1914-Jun-07 00:00:00.0000,  3.447153851993822E+00, -3.718592555657672E+00, -6.212098263118303E-02,
2420300.500000000, A.D. 1914-Jun-17 00:00:00.0000,  3.501190807710867E+00, -3.663323805846566E+00, -6.355812687079607E-02,
2420310.500000000, A.D. 1914-Jun-27 00:00:00.0000,  3.554432751492143E+00, -3.607222266951688E+00, -6.498078522012907E-02,
2420320.500000000, A.D. 1914-Jul-07 00:00:00.0000,  3.606866272443021E+00, -3.550303579733457E+00, -6.638872839490584E-02,
2420330.500000000, A.D. 1914-Jul-17 00:00:00.0000,  3.658475740197465E+00, -3.492571598017477E+00, -6.778138441793932E-02,
2420340.500000000, A.D. 1914-Jul-27 00:00:00.0000,  3.709250796729905E+00, -3.434046105411132E+00, -6.915865801127093E-02,
2420350.500000000, A.D. 1914-Aug-06 00:00:00.0000,  3.759175713740237E+00, -3.374733581057459E+00, -7.052002135525690E-02,
2420360.500000000, A.D. 1914-Aug-16 00:00:00.0000,  3.808238550899566E+00, -3.314647001416530E+00, -7.186518530440476E-02,
2420370.500000000, A.D. 1914-Aug-26 00:00:00.0000,  3.856427265050649E+00, -3.253802460332092E+00, -7.319389912633610E-02,
2420380.500000000, A.D. 1914-Sep-05 00:00:00.0000,  3.903727752747121E+00, -3.192205876312899E+00, -7.450562633087357E-02,
2420390.500000000, A.D. 1914-Sep-15 00:00:00.0000,  3.950129118668245E+00, -3.129878026549128E+00, -7.580029814129077E-02,
2420400.500000000, A.D. 1914-Sep-25 00:00:00.0000,  3.995617641376446E+00, -3.066826006135396E+00, -7.707736507456768E-02,
2420410.500000000, A.D. 1914-Oct-05 00:00:00.0000,  4.040182129780938E+00, -3.003064892476272E+00, -7.833658882283658E-02,
2420420.500000000, A.D. 1914-Oct-15 00:00:00.0000,  4.083810405294816E+00, -2.938611432541685E+00, -7.957773147672625E-02,
2420430.500000000, A.D. 1914-Oct-25 00:00:00.0000,  4.126490711780423E+00, -2.873472107481460E+00, -8.080023352520273E-02,
2420440.500000000, A.D. 1914-Nov-04 00:00:00.0000,  4.168212538154961E+00, -2.807669968014848E+00, -8.200409303904616E-02,
2420450.500000000, A.D. 1914-Nov-14 00:00:00.0000,  4.208962731645729E+00, -2.741212532415049E+00, -8.318875887323895E-02,
2420460.500000000, A.D. 1914-Nov-24 00:00:00.0000,  4.248732038402671E+00, -2.674115748188203E+00, -8.435398966697999E-02,
2420470.500000000, A.D. 1914-Dec-04 00:00:00.0000,  4.287508596102868E+00, -2.606398496678757E+00, -8.549961426087738E-02,
2420480.500000000, A.D. 1914-Dec-14 00:00:00.0000,  4.325281613867940E+00, -2.538067167427922E+00, -8.662505275127354E-02,
2420490.500000000, A.D. 1914-Dec-24 00:00:00.0000,  4.362042424459713E+00, -2.469146077921511E+00, -8.773032119010248E-02,
2420500.500000000, A.D. 1915-Jan-03 00:00:00.0000,  4.397778548613934E+00, -2.399644692634895E+00, -8.881492791819770E-02,
2420510.500000000, A.D. 1915-Jan-13 00:00:00.0000,  4.432481540566978E+00, -2.329578825216060E+00, -8.987861537392276E-02,
2420520.500000000, A.D. 1915-Jan-23 00:00:00.0000,  4.466141448624282E+00, -2.258968936337903E+00, -9.092124448632453E-02,
2420530.500000000, A.D. 1915-Feb-02 00:00:00.0000,  4.498748077678115E+00, -2.187822766823396E+00, -9.194227950222997E-02,
2420540.500000000, A.D. 1915-Feb-12 00:00:00.0000,  4.530293728288675E+00, -2.116164499679102E+00, -9.294172386544305E-02,
2420550.500000000, A.D. 1915-Feb-22 00:00:00.0000,  4.560768320377582E+00, -2.044005375073843E+00, -9.391912351870162E-02,
2420560.500000000, A.D. 1915-Mar-04 00:00:00.0000,  4.590163529352144E+00, -1.971362333873209E+00, -9.487426769346778E-02,
2420570.500000000, A.D. 1915-Mar-14 00:00:00.0000,  4.618470786534090E+00, -1.898255875910549E+00, -9.580700890223758E-02,
2420580.500000000, A.D. 1915-Mar-24 00:00:00.0000,  4.645682131016740E+00, -1.824695370646566E+00, -9.671685055754062E-02,
2420590.500000000, A.D. 1915-Apr-03 00:00:00.0000,  4.671789744898223E+00, -1.750705781414404E+00, -9.760383962343595E-02,
2420600.500000000, A.D. 1915-Apr-13 00:00:00.0000,  4.696785850220251E+00, -1.676298421772979E+00, -9.846750782241795E-02,
2420610.500000000, A.D. 1915-Apr-23 00:00:00.0000,  4.720663808571063E+00, -1.601491995479196E+00, -9.930770085870744E-02,
2420620.500000000, A.D. 1915-May-03 00:00:00.0000,  4.743415120153845E+00, -1.526307672944788E+00, -1.001243121290565E-01,
2420630.500000000, A.D. 1915-May-13 00:00:00.0000,  4.765034356328481E+00, -1.450754805887191E+00, -1.009168284191209E-01,
2420640.500000000, A.D. 1915-May-23 00:00:00.0000,  4.785514808990191E+00, -1.374860076282836E+00, -1.016853652242750E-01,
2420650.500000000, A.D. 1915-Jun-02 00:00:00.0000,  4.804849529110069E+00, -1.298635050087206E+00, -1.024294755219391E-01,
2420660.500000000, A.D. 1915-Jun-12 00:00:00.0000,  4.823034332970241E+00, -1.222098589514081E+00, -1.031490012201542E-01,
2420670.500000000, A.D. 1915-Jun-22 00:00:00.0000,  4.840061725831919E+00, -1.145273781504903E+00, -1.038439172495226E-01,
2420680.500000000, A.D. 1915-Jul-02 00:00:00.0000,  4.855927309661165E+00, -1.068169785998386E+00, -1.045137165433642E-01,
2420690.500000000, A.D. 1915-Jul-12 00:00:00.0000,  4.870626530367784E+00, -9.908136101431171E-01, -1.051585260254929E-01,
2420700.500000000, A.D. 1915-Jul-22 00:00:00.0000,  4.884153761351995E+00, -9.132184535719865E-01, -1.057779715972837E-01,
2420710.500000000, A.D. 1915-Aug-01 00:00:00.0000,  4.896505888382093E+00, -8.354026536737839E-01, -1.063718945040575E-01,
2420720.500000000, A.D. 1915-Aug-11 00:00:00.0000,  4.907677804666799E+00, -7.573901312788155E-01, -1.069403011980456E-01,
2420730.500000000, A.D. 1915-Aug-21 00:00:00.0000,  4.917666251021647E+00, -6.791913656595095E-01, -1.074827524263748E-01,
2420740.500000000, A.D. 1915-Aug-31 00:00:00.0000,  4.926467561987939E+00, -6.008326498005718E-01, -1.079993745311506E-01,
2420750.500000000, A.D. 1915-Sep-10 00:00:00.0000,  4.934078941627540E+00, -5.223281009693378E-01, -1.084898273572801E-01,
2420760.500000000, A.D. 1915-Sep-20 00:00:00.0000,  4.940498031377691E+00, -4.436968933837540E-01, -1.089540137828079E-01,
2420770.500000000, A.D. 1915-Sep-30 00:00:00.0000,  4.945721167276774E+00, -3.649623970600351E-01, -1.093919433482327E-01,
2420780.500000000, A.D. 1915-Oct-10 00:00:00.0000,  4.949747896474095E+00, -2.861361571476678E-01, -1.098032202111413E-01,
2420790.500000000, A.D. 1915-Oct-20 00:00:00.0000,  4.952574695515967E+00, -2.072449958933082E-01, -1.101880338018223E-01,
2420800.500000000, A.D. 1915-Oct-30 00:00:00.0000,  4.954200926723691E+00, -1.283023650575706E-01, -1.105460376299824E-01,
2420810.500000000, A.D. 1915-Nov-09 00:00:00.0000,  4.954626603509798E+00, -4.932836001907105E-02, -1.108771844455378E-01,
2420820.500000000, A.D. 1915-Nov-19 00:00:00.0000,  4.953848431794937E+00,  2.965327230706953E-02, -1.111815440781564E-01,
2420830.500000000, A.D. 1915-Nov-29 00:00:00.0000,  4.951868573129151E+00,  1.086316106031495E-01, -1.114587133266479E-01,
2420840.500000000, A.D. 1915-Dec-09 00:00:00.0000,  4.948685130610264E+00,  1.875787717422432E-01, -1.117089507745481E-01,
2420850.500000000, A.D. 1915-Dec-19 00:00:00.0000,  4.944298220646158E+00,  2.664813158922715E-01, -1.119319546850682E-01,
2420860.500000000, A.D. 1915-Dec-29 00:00:00.0000,  4.938710401619780E+00,  3.453199901116772E-01, -1.121276683669347E-01,
2420870.500000000, A.D. 1916-Jan-08 00:00:00.0000,  4.931919980965585E+00,  4.240698533967044E-01, -1.122962420036259E-01,
2420880.500000000, A.D. 1916-Jan-18 00:00:00.0000,  4.923930244788211E+00,  5.027203623357070E-01, -1.124373028367131E-01,
2420890.500000000, A.D. 1916-Jan-28 00:00:00.0000,  4.914741538654908E+00,  5.812442109467345E-01, -1.125511174730026E-01,
2420900.500000000, A.D. 1916-Feb-07 00:00:00.0000,  4.904355601073438E+00,  6.596267834337262E-01, -1.126374668929745E-01,
2420910.500000000, A.D. 1916-Feb-17 00:00:00.0000,  4.892775929147914E+00,  7.378498671013181E-01, -1.126963073798178E-01,
2420920.500000000, A.D. 1916-Feb-27 00:00:00.0000,  4.880003362600364E+00,  8.158888259266003E-01, -1.127278085237911E-01,
2420930.500000000, A.D. 1916-Mar-08 00:00:00.0000,  4.866042853261948E+00,  8.937321580026888E-01, -1.127316761617082E-01,
2420940.500000000, A.D. 1916-Mar-18 00:00:00.0000,  4.850895497773902E+00,  9.713537520573654E-01, -1.127081905520942E-01,
2420950.500000000, A.D. 1916-Mar-28 00:00:00.0000,  4.834565878196400E+00,  1.048738924053781E+00, -1.126571639306089E-01,
2420960.500000000, A.D. 1916-Apr-07 00:00:00.0000,  4.817058495715103E+00,  1.125869067651442E+00, -1.125786229488277E-01,
2420970.500000000, A.D. 1916-Apr-17 00:00:00.0000,  4.798375316449522E+00,  1.202720900909127E+00, -1.124727446147679E-01,
2420980.500000000, A.D. 1916-Apr-27 00:00:00.0000,  4.778524417062878E+00,  1.279282761225514E+00, -1.123392695441137E-01,
2420990.500000000, A.D. 1916-May-07 00:00:00.0000,  4.757507343500752E+00,  1.355528364111394E+00, -1.121785521010039E-01,
2421000.500000000, A.D. 1916-May-17 00:00:00.0000,  4.735330403108350E+00,  1.431444248726563E+00, -1.119904105606352E-01,
2421010.500000000, A.D. 1916-May-27 00:00:00.0000,  4.712000639023483E+00,  1.507011757512114E+00, -1.117749124941108E-01,
2421020.500000000, A.D. 1916-Jun-06 00:00:00.0000,  4.687520340692329E+00,  1.582207747532177E+00, -1.115323034437534E-01,
2421030.500000000, A.D. 1916-Jun-16 00:00:00.0000,  4.661899922582966E+00,  1.657021984709258E+00, -1.112623173754869E-01,
2421040.500000000, A.D. 1916-Jun-26 00:00:00.0000,  4.635142961870416E+00,  1.731427994277964E+00, -1.109653658479090E-01,
2421050.500000000, A.D. 1916-Jul-06 00:00:00.0000,  4.607256381019155E+00,  1.805412505049691E+00, -1.106413320080783E-01,
2421060.500000000, A.D. 1916-Jul-16 00:00:00.0000,  4.578249378224513E+00,  1.878958481336514E+00, -1.102902732939259E-01,
2421070.500000000, A.D. 1916-Jul-26 00:00:00.0000,  4.548125937088043E+00,  1.952042467186879E+00, -1.099125045977645E-01,
2421080.500000000, A.D. 1916-Aug-05 00:00:00.0000,  4.516897380387701E+00,  2.024654982335955E+00, -1.095078026555910E-01,
2421090.500000000, A.D. 1916-Aug-15 00:00:00.0000,  4.484569370846910E+00,  2.096771155291744E+00, -1.090765742431793E-01,
2421100.500000000, A.D. 1916-Aug-25 00:00:00.0000,  4.451150648703431E+00,  2.168377059640676E+00, -1.086187848792413E-01,
2421110.500000000, A.D. 1916-Sep-04 00:00:00.0000,  4.416651000206980E+00,  2.239456934871524E+00, -1.081345208945591E-01,
2421120.500000000, A.D. 1916-Sep-14 00:00:00.0000,  4.381076497101861E+00,  2.309988671887306E+00, -1.076241033983550E-01,
2421130.500000000, A.D. 1916-Sep-24 00:00:00.0000,  4.344440199816149E+00,  2.379962404593989E+00, -1.070873843397728E-01,
2421140.500000000, A.D. 1916-Oct-04 00:00:00.0000,  4.306748208743230E+00,  2.449355027212884E+00, -1.065247869378774E-01,
2421150.500000000, A.D. 1916-Oct-14 00:00:00.0000,  4.268011896943379E+00,  2.518153438225376E+00, -1.059362963090230E-01,
2421160.500000000, A.D. 1916-Oct-24 00:00:00.0000,  4.228242162951566E+00,  2.586341769227332E+00, -1.053220732104443E-01,
2421170.500000000, A.D. 1916-Nov-03 00:00:00.0000,  4.187445520465941E+00,  2.653899769479337E+00, -1.046824526470739E-01,
2421180.500000000, A.D. 1916-Nov-13 00:00:00.0000,  4.145637830380767E+00,  2.720818348665425E+00, -1.040173056454134E-01,
2421190.500000000, A.D. 1916-Nov-23 00:00:00.0000,  4.102825695768473E+00,  2.787074762020269E+00, -1.033271240058286E-01,
2421200.500000000, A.D. 1916-Dec-03 00:00:00.0000,  4.059021646428676E+00,  2.852657669673545E+00, -1.026119019754677E-01,
2421210.500000000, A.D. 1916-Dec-13 00:00:00.0000,  4.014239071886598E+00,  2.917551892954270E+00, -1.018718270941271E-01,
2421220.500000000, A.D. 1916-Dec-23 00:00:00.0000,  3.968484559766494E+00,  2.981737577855210E+00, -1.011073082564824E-01,
2421230.500000000, A.D. 1917-Jan-02 00:00:00.0000,  3.921775493579486E+00,  3.045207612805659E+00, -1.003182112607507E-01,
2421240.500000000, A.D. 1917-Jan-12 00:00:00.0000,  3.874120422548217E+00,  3.107940057361416E+00, -9.950505959817735E-02,
2421250.500000000, A.D. 1917-Jan-22 00:00:00.0000,  3.825532239365086E+00,  3.169924040635528E+00, -9.866791622781805E-02,
2421260.500000000, A.D. 1917-Feb-01 00:00:00.0000,  3.776025963283311E+00,  3.231146558835329E+00, -9.780695476039172E-02,
2421270.500000000, A.D. 1917-Feb-11 00:00:00.0000,  3.725609744204447E+00,  3.291588121088624E+00, -9.692263758607116E-02,
2421280.500000000, A.D. 1917-Feb-21 00:00:00.0000,  3.674301307803578E+00,  3.351242435461260E+00, -9.601488466820719E-02,
2421290.500000000, A.D. 1917-Mar-03 00:00:00.0000,  3.622110608848764E+00,  3.410090025192629E+00, -9.508419826021840E-02,
2421300.500000000, A.D. 1917-Mar-13 00:00:00.0000,  3.569052243985957E+00,  3.468120077666819E+00, -9.413070462274874E-02,
2421310.500000000, A.D. 1917-Mar-23 00:00:00.0000,  3.515141459174549E+00,  3.525320970464342E+00, -9.315461267222952E-02,
2421320.500000000, A.D. 1917-Apr-02 00:00:00.0000,  3.460387892685020E+00,  3.581675263903107E+00, -9.215637750241576E-02,
2421330.500000000, A.D. 1917-Apr-12 00:00:00.0000,  3.404810761677020E+00,  3.637176598904767E+00, -9.113598725288530E-02,
2421340.500000000, A.D. 1917-Apr-22 00:00:00.0000,  3.348419772271273E+00,  3.691807526442971E+00, -9.009396182807340E-02,
2421350.500000000, A.D. 1917-May-02 00:00:00.0000,  3.291231489416743E+00,  3.745558933429806E+00, -8.903042555450687E-02,
2421360.500000000, A.D. 1917-May-12 00:00:00.0000,  3.233262276946839E+00,  3.798419448397246E+00, -8.794564890720648E-02,
2421370.500000000, A.D. 1917-May-22 00:00:00.0000,  3.174521572677923E+00,  3.850373677216789E+00, -8.684010359520926E-02,
2421380.500000000, A.D. 1917-Jun-01 00:00:00.0000,  3.115030779356969E+00,  3.901416574505362E+00, -8.571378350229915E-02,
2421390.500000000, A.D. 1917-Jun-11 00:00:00.0000,  3.054799852388042E+00,  3.951531319786768E+00, -8.456726715686863E-02,
2421400.500000000, A.D. 1917-Jun-21 00:00:00.0000,  2.993845570124375E+00,  4.000710900578462E+00, -8.340068591739996E-02,
2421410.500000000, A.D. 1917-Jul-01 00:00:00.0000,  2.932186437240703E+00,  4.048945371488488E+00, -8.221431126368407E-02,
2421420.500000000, A.D. 1917-Jul-11 00:00:00.0000,  2.869831818328580E+00,  4.096219913931155E+00, -8.100868052297774E-02,
2421430.500000000, A.D. 1917-Jul-21 00:00:00.0000,  2.806803750146496E+00,  4.142531534977023E+00, -7.978378707349260E-02,
2421440.500000000, A.D. 1917-Jul-31 00:00:00.0000,  2.743113713219063E+00,  4.187864812995981E+00, -7.854021783691130E-02,
2421450.500000000, A.D. 1917-Aug-10 00:00:00.0000,  2.678778312091311E+00,  4.232213309613805E+00, -7.727816875268952E-02,
2421460.500000000, A.D. 1917-Aug-20 00:00:00.0000,  2.613816850746416E+00,  4.275569637260439E+00, -7.599788776811509E-02,
2421470.500000000, A.D. 1917-Aug-30 00:00:00.0000,  2.548240054616361E+00,  4.317919993890674E+00, -7.469993694198550E-02,
2421480.500000000, A.D. 1917-Sep-09 00:00:00.0000,  2.482069868653781E+00,  4.359261991592562E+00, -7.338436904273808E-02,
2421490.500000000, A.D. 1917-Sep-19 00:00:00.0000,  2.415318325853330E+00,  4.399582960916643E+00, -7.205174127100029E-02,
2421500.500000000, A.D. 1917-Sep-29 00:00:00.0000,  2.348003259487753E+00,  4.438876976778003E+00, -7.070229103718656E-02,
2421510.500000000, A.D. 1917-Oct-09 00:00:00.0000,  2.280143632546570E+00,  4.477137984297065E+00, -6.933629970383437E-02,
2421520.500000000, A.D. 1917-Oct-19 00:00:00.0000,  2.211750922368580E+00,  4.514354804465371E+00, -6.795430095310866E-02,
2421530.500000000, A.D. 1917-Oct-29 00:00:00.0000,  2.142848369296158E+00,  4.550525181383950E+00, -6.655639902034330E-02,
2421540.500000000, A.D. 1917-Nov-08 00:00:00.0000,  2.073447194393480E+00,  4.585638243770165E+00, -6.514317211808185E-02,
2421550.500000000, A.D. 1917-Nov-18 00:00:00.0000,  2.003566234233198E+00,  4.619690164281033E+00, -6.371484065160810E-02,
2421560.500000000, A.D. 1917-Nov-28 00:00:00.0000,  1.933225266103243E+00,  4.652675338420852E+00, -6.227172868436088E-02,
2421570.500000000, A.D. 1917-Dec-08 00:00:00.0000,  1.862434894504383E+00,  4.684584688874646E+00, -6.081437983065732E-02,
2421580.500000000, A.D. 1917-Dec-18 00:00:00.0000,  1.791219887766317E+00,  4.715417664602980E+00, -5.934288477637015E-02,
2421590.500000000, A.D. 1917-Dec-28 00:00:00.0000,  1.719591621078986E+00,  4.745163992709100E+00, -5.785786670711763E-02,
2421600.500000000, A.D. 1918-Jan-07 00:00:00.0000,  1.647568207954538E+00,  4.773821745581014E+00, -5.635955714662869E-02,
2421610.500000000, A.D. 1918-Jan-17 00:00:00.0000,  1.575170838754882E+00,  4.801387129275926E+00, -5.484825933363014E-02,
2421620.500000000, A.D. 1918-Jan-27 00:00:00.0000,  1.502409784869426E+00,  4.827851770374395E+00, -5.332456342704514E-02,
2421630.500000000, A.D. 1918-Feb-06 00:00:00.0000,  1.429309626786489E+00,  4.853217089345049E+00, -5.178855746618283E-02,
2421640.500000000, A.D. 1918-Feb-16 00:00:00.0000,  1.355882921761047E+00,  4.877474556826930E+00, -5.024084776030499E-02,
2421650.500000000, A.D. 1918-Feb-26 00:00:00.0000,  1.282147227850712E+00,  4.900622546301507E+00, -4.868172660040473E-02,
2421660.500000000, A.D. 1918-Mar-08 00:00:00.0000,  1.208123553587978E+00,  4.922659665398082E+00, -4.711147349248909E-02,
2421670.500000000, A.D. 1918-Mar-18 00:00:00.0000,  1.133823050739561E+00,  4.943579059411354E+00, -4.553067151103547E-02,
2421680.500000000, A.D. 1918-Mar-28 00:00:00.0000,  1.059269819555168E+00,  4.963382533802541E+00, -4.393946154802907E-02,
2421690.500000000, A.D. 1918-Apr-07 00:00:00.0000,  9.844762969202847E-01,  4.982064318545856E+00, -4.233841065721570E-02,
2421700.500000000, A.D. 1918-Apr-17 00:00:00.0000,  9.094609134709688E-01,  4.999623479117394E+00, -4.072783077405271E-02,
2421710.500000000, A.D. 1918-Apr-27 00:00:00.0000,  8.342438233280499E-01,  5.016059444608890E+00, -3.910803869707060E-02,
2421720.500000000, A.D. 1918-May-07 00:00:00.0000,  7.588360043609794E-01,  5.031368153418962E+00, -3.747957449031457E-02,
2421730.500000000, A.D. 1918-May-17 00:00:00.0000,  6.832624986680830E-01,  5.045551778605181E+00, -3.584260481742162E-02,
2421740.500000000, A.D. 1918-May-27 00:00:00.0000,  6.075346114251894E-01,  5.058606006973493E+00, -3.419771351068546E-02,
2421750.500000000, A.D. 1918-Jun-06 00:00:00.0000,  5.316710185719433E-01,  5.070532068953860E+00, -3.254518329687921E-02,
2421760.500000000, A.D. 1918-Jun-16 00:00:00.0000,  4.556924531585151E-01,  5.081329705766771E+00, -3.088535903343320E-02,
2421770.500000000, A.D. 1918-Jun-26 00:00:00.0000,  3.796083605228948E-01,  5.090996584391589E+00, -2.921879025707352E-02,
2421780.500000000, A.D. 1918-Jul-06 00:00:00.0000,  3.034444369948452E-01,  5.099536785496069E+00, -2.754561233430357E-02,
2421790.500000000, A.D. 1918-Jul-16 00:00:00.0000,  2.272121267552140E-01,  5.106946630047726E+00, -2.586642988227167E-02,
2421800.500000000, A.D. 1918-Jul-26 00:00:00.0000,  1.509288024188469E-01,  5.113228848676610E+00, -2.418153776165156E-02,
2421810.500000000, A.D. 1918-Aug-05 00:00:00.0000,  7.461600135928928E-02,  5.118384965293829E+00, -2.249124721100202E-02,
2421820.500000000, A.D. 1918-Aug-15 00:00:00.0000, -1.717356563904971E-03,  5.122413161316676E+00, -2.079613938532605E-02,
